1.659283	4.967612
0.382940	1.443676
3.427806	3.172364
0.687085	2.743654
1.958256	1.466463
2.855275	4.461051
-0.814465	-1.076782
-1.152747	1.522952
0.838972	-0.572327
0.802952	-0.461034
-1.313654	1.651644
-0.900371	-1.748767
-0.692512	0.506838
1.157488	3.343988
1.083380	3.767988
-0.086674	-1.435810
0.220045	-0.259699
1.160119	-1.132165
0.993292	-1.911795
1.731099	3.352276
-0.696031	0.378402
1.407639	3.947205
-0.207172	4.512302
3.741440	3.626894
2.290255	3.145982
5.029888	2.348679
2.233678	1.970479
0.564579	2.702606
-1.899191	3.693695
0.168053	1.316628
2.659776	2.725485
1.387644	1.081089
3.810002	3.506745
4.173489	5.239754
-1.398912	3.841713
0.763162	1.632357
1.974583	-0.934352
-0.772067	-0.414162
0.803946	0.036066
0.366598	2.937503
0.851271	4.900367
-1.070281	3.295417
1.147222	2.865504
-1.330764	1.775510
0.363602	1.195331
1.834622	-1.683874
0.063569	0.163441
0.315408	0.234539
1.535284	1.892155
0.457281	0.689520
-0.730714	4.329644
0.096700	1.545641
1.576887	3.082748
4.201831	1.600826
1.221445	3.093195
0.974633	2.871798
3.132987	2.527687
3.727513	3.633828
0.038428	-0.854319
0.568446	-0.294023
3.279308	4.022596
0.133150	0.484780
4.194800	4.169177
2.786781	2.083362
-0.552871	4.155196
0.747048	1.347990
0.456904	0.484088
-0.460153	-1.397999
-2.236465	-0.463615
-0.832849	-0.682020
2.586260	2.329836
-1.485505	2.423553
3.997158	4.300150
-1.740792	-0.777260
-0.805028	0.998331
-0.957675	2.094245
-0.493378	0.414462
-1.469798	-1.272358
0.260936	1.740113
3.041755	2.004037
0.572557	3.778193
-0.172916	-0.769547
3.992636	3.763754
0.311203	2.803597
0.822488	3.065902
4.293007	4.696868
4.378713	2.835492
4.696673	3.830132
-0.728721	-0.931825
0.371256	0.879946
-1.405099	5.392960
-1.123862	2.810534
-0.362651	-0.402450
0.354939	-0.262127
0.861988	-0.505348
0.466997	-0.080174
0.031502	0.589007
-0.620118	2.525331
1.156866	2.827116
-0.363554	0.396231
-0.095491	2.496232
3.123399	4.177833
-0.516087	-0.257930
0.316744	3.555774
0.173301	3.007214
0.215850	2.446073
0.190421	-0.347693
0.444665	4.018720
-0.897862	3.462326
0.321218	-0.224723
0.255659	0.853960
0.442493	-1.541592
-2.339188	-0.928232
1.647217	1.324631
0.316577	-1.225282
0.800065	-0.907901
-1.301797	0.029369
0.054527	0.394603
0.087154	0.221266
2.620003	3.093388
0.528566	1.062934
0.244901	-0.377012
0.319117	1.136629
1.040546	-0.795249
1.094980	0.008884
-0.385658	-0.471474
-1.042182	3.741188
0.660444	2.575883
-0.313538	0.906336
-0.606247	1.626899
0.902702	0.484402
2.582173	1.360023
0.970681	0.958272
1.574652	2.367992
-1.435743	3.643076
1.994292	3.361532
0.605958	-0.572132
-0.895545	3.475109
-0.756013	-1.228206
1.575818	-0.501143
-0.287917	-2.198788
0.143666	-0.923028
4.035113	2.818223
3.102346	1.256106
3.163524	3.930102
4.127765	4.777661
0.576763	0.485301
0.965862	-0.785084
3.453270	3.298537
4.026406	3.471761
-0.878094	-0.172360
-1.576312	-0.108837
-0.582230	0.701232
2.866723	0.700688
2.433537	3.776028
-1.484677	-0.327831
0.285189	3.533066
1.107138	4.317284
-0.749383	-1.057930
0.297065	-1.752762
0.288588	-1.857630
0.194774	-0.093531
0.355979	0.398056
0.496979	3.991877
1.649891	3.708172
1.579141	4.837855
3.566066	2.883723
-1.563993	-2.688737
0.307321	0.421456
0.426237	0.556662
0.950696	2.978878
-1.252125	1.683816
-0.080747	2.970847
-0.747009	2.329207
1.451368	3.670349
0.358566	0.505120
0.010949	3.277152
-0.427242	1.291022
2.430803	3.608620
5.054020	5.328003
1.172067	5.698834
-0.146988	1.170911
-0.075422	2.096923
1.065593	0.547284
5.135324	0.318339
0.762706	-0.019907
-0.395348	-0.423291
-2.268989	3.198770
-0.791487	0.612579
-0.691198	1.142677
-1.333275	1.551046
0.182636	2.176839
4.045239	2.779808
3.376096	3.046249
1.197862	3.972406
2.915127	2.995189
3.406700	1.871996
-1.078767	0.255972
0.268596	-0.060824
-0.461450	1.225112
0.955839	3.381111
0.067992	3.980811
-0.691630	3.546171
1.250520	3.081474
0.142538	3.442134
1.197623	0.293203
1.804330	3.038413
1.641179	3.488034
0.652898	0.722257
-0.088339	1.945893
-1.191805	2.471066
-1.963893	1.099864
-0.204405	1.586044
1.376706	3.283930
5.039391	3.251851
1.025191	1.181972
-0.057193	2.546923
-0.324474	5.348475
0.149360	0.678694
-1.560176	3.685458
0.964278	0.060089
-1.020532	2.733825
-0.317889	1.606859
2.933517	3.186765
1.905785	3.537203
3.357953	4.424926
1.764062	3.395892
0.421764	-0.093419
0.908383	1.992361
2.148795	2.457588
1.039598	0.397888
-1.005272	4.339016
-0.205421	3.387122
-1.149321	2.889681
0.254873	2.009913
-0.097484	2.379146
-0.395240	0.762305
-0.232995	3.412071
3.071889	3.105469
-0.009372	4.228684
1.079023	4.172206
0.379839	-1.112954
0.210025	1.046239
0.170194	3.612988
0.589460	2.665913
0.330830	-0.620371
1.420108	2.773950
-0.385863	5.012362
0.642921	1.548403
-1.027527	3.374806
-0.417354	3.106924
-0.052712	3.418239
-0.548528	3.322765
-0.212653	3.475877
3.738316	2.663962
3.454871	3.823288
2.631368	4.077423
0.855069	3.462214
3.357041	4.068740
-0.378763	3.174084
0.401553	-0.786501
0.603532	-0.272205
-1.046704	-1.236158
-1.488722	2.281059
-1.866663	2.684722
-0.743067	-1.257466
1.229303	-0.709242
2.001186	-1.538554
4.285537	3.123690
0.900401	-1.221918
2.859729	4.571261
4.620098	3.757718
-0.564633	-0.614196
0.320681	-0.997020
1.977018	3.149472
-0.522630	0.875385
0.698297	1.789354
-0.755075	-0.495484
-1.088810	-0.848779
-0.827609	2.457173
0.288307	0.514013
0.187623	3.537489
1.250262	3.829684
1.544193	2.435928
2.212787	3.716102
3.572349	2.117307
-0.644793	2.879050
-0.248456	2.086278
-0.006125	3.095735
1.366249	4.741334
-1.420304	0.672575
1.350306	-1.672697
-0.672593	-1.834490
0.419033	2.956317
1.270210	0.101483
-0.128255	1.291104
1.074532	0.869895
0.052280	-0.479008
1.637404	-0.418234
0.739074	-1.602203
0.044663	0.093955
2.002510	3.270725
0.413257	0.349004
2.134772	3.296445
4.122291	1.241685
3.624836	3.163076
-0.659832	2.189479
2.557887	3.100001
0.833400	3.116154
0.230849	3.965506
1.278309	4.078855
-2.082974	3.777839
-1.026604	2.055289
1.347796	3.095394
1.569896	3.265453
0.827738	4.159997
