-1.039984	0.750451
0.940565	-1.951035
-1.302180	0.127840
-0.316243	-0.016801
-0.853044	0.879398
0.777792	0.066031
1.127241	0.467509
-0.859292	0.368751
-0.958883	0.878450
-0.049926	-0.184862
-0.680930	1.222541
-0.154529	-0.428328
-0.352134	0.532309
0.365444	0.412733
0.430821	2.141648
-0.406415	-0.512243
-0.813773	0.615979
1.128972	-0.113947
-0.840156	-0.824481
0.650593	0.743254
0.543154	-0.665510
0.232161	0.116686
0.218689	0.871429
0.223596	0.678914
0.067579	0.289119
0.631288	-1.457156
-0.319671	-0.470373
-0.638878	-0.275142
1.494941	-0.865831
0.968278	-1.682870
-0.334885	0.162753
0.586222	0.711227
0.793347	-0.348725
-0.462352	0.857976
-0.191304	-1.275686
-1.133287	-0.919452
0.497161	0.142426
0.690485	-0.427253
0.158540	0.625590
-0.309347	0.456775
-0.661926	-0.363054
-0.381738	-1.195840
0.486972	-0.469402
0.012494	0.480747
0.446531	0.665385
-0.098485	-0.423298
-0.079718	-1.687334
-1.447112	-1.322700
-0.997247	0.399774
-0.905479	-0.378163
1.299228	-0.356264
0.737516	-0.933618
-0.205438	-0.950022
-0.339033	0.840308
-1.727320	0.434424
0.237736	-0.594150
-1.446058	0.072130
-0.529493	0.232676
0.021852	1.601779
-0.239356	-1.023497
0.179276	0.219997
1.359188	0.835111
0.356871	1.463303
-1.188763	-0.639752
-0.926576	-0.389810
-1.376686	0.635151
-0.222223	-1.470806
2.984421	4.313514
4.838127	5.996731
6.913862	4.414409
3.010462	1.867954
4.267711	3.187059
3.584643	3.387903
3.859209	5.065980
4.157049	3.841365
2.964346	2.325317
3.513692	3.946217
5.767930	4.130275
4.982740	3.500704
2.815056	3.034883
3.274774	6.128470
3.178613	4.838489
3.097073	4.931573
4.384951	3.843362
3.959237	3.345212
4.446072	3.545017
2.774394	2.722062
4.172588	5.579091
4.159992	3.881362
4.285826	5.306002
4.219383	3.589073
5.106289	4.428756
5.535756	4.183234
2.775531	2.631841
5.650928	5.723666
3.820481	3.616813
5.461444	2.892954
3.105273	4.643327
3.605395	3.994878
3.836557	4.337575
5.407482	4.090585
4.643939	1.949828
3.951282	3.156770
2.781187	3.121848
3.665877	4.915903
2.673607	4.030631
3.515831	3.672327
5.002758	4.538115
5.337398	3.845494
3.304057	3.776141
4.242497	4.176573
2.915612	4.090490
4.228228	6.517474
5.876845	3.146757
3.712617	2.536558
3.409293	4.315605
5.205854	3.270916
3.345854	1.852711
3.837334	2.937586
3.470561	3.123139
3.905737	2.242272
2.532955	6.129247
2.712577	2.903214
5.836914	6.905067
2.828433	3.631751
4.341556	5.728698
3.013143	3.754722
4.777338	4.434766
3.623844	3.866177
2.625104	3.761826
3.733613	4.232170
3.444673	4.471539
5.012716	4.155429
4.351756	4.053155
0.000084	3.278442
0.316494	3.902713
2.093168	5.573355
0.385847	3.236943
-1.112411	5.191143
0.262749	4.480143
-1.744586	4.927438
0.454420	2.889569
-0.471525	4.263717
0.052467	3.707829
-0.103488	3.748023
0.152563	5.471492
-2.566658	3.763150
0.176512	4.295994
-0.371915	2.243278
0.327995	5.727350
-1.533861	4.863828
-0.328525	3.938676
-1.052899	3.665544
1.300045	4.582655
1.732312	5.177412
0.439087	5.743935
0.438993	4.827988
-0.296571	4.066546
-0.697424	4.989584
-1.178304	4.782350
-0.190651	5.171247
0.750869	5.820646
0.730775	2.427960
-0.066953	2.827993
-0.518280	5.511228
0.637534	3.301070
-1.013717	4.032782
-1.216560	3.328860
0.312009	5.155312
0.608761	1.708710
0.304367	4.072034
0.413890	5.616210
-2.063238	3.408897
0.590906	2.418406
1.475949	4.368357
0.846584	3.429056
0.813764	5.068472
0.232878	4.234401
0.270343	3.136655
-0.147529	3.847477
0.383394	4.999824
-1.058536	3.874991
1.481456	3.256412
-0.822250	4.202306
0.844385	4.011426
1.328961	4.856794
0.841820	4.554117
2.327653	3.794838
-2.003522	5.604254
-0.457699	4.107880
1.309551	2.397740
-1.251647	2.398722
-0.794136	4.439637
0.524188	4.276274
-1.412766	1.689897
0.054354	3.528224
0.459386	4.701954
0.138241	4.760133
0.229211	4.530065
-0.704673	3.820389
