-1.039984	0.750451	0.940565
-1.951035	-1.302180	0.127840
-0.316243	-0.016801	-0.853044
0.879398	0.777792	0.066031
1.127241	0.467509	-0.859292
0.368751	-0.958883	0.878450
-0.049926	-0.184862	-0.680930
1.222541	-0.154529	-0.428328
-0.352134	0.532309	0.365444
0.412733	0.430821	2.141648
-0.406415	-0.512243	-0.813773
0.615979	1.128972	-0.113947
-0.840156	-0.824481	0.650593
0.743254	0.543154	-0.665510
0.232161	0.116686	0.218689
0.871429	0.223596	0.678914
0.067579	0.289119	0.631288
-1.457156	-0.319671	-0.470373
-0.638878	-0.275142	1.494941
-0.865831	0.968278	-1.682870
-0.334885	0.162753	0.586222
0.711227	0.793347	-0.348725
-0.462352	0.857976	-0.191304
-1.275686	-1.133287	-0.919452
0.497161	0.142426	0.690485
-0.427253	0.158540	0.625590
-0.309347	0.456775	-0.661926
-0.363054	-0.381738	-1.195840
0.486972	-0.469402	0.012494
0.480747	0.446531	0.665385
-0.098485	-0.423298	-0.079718
-1.687334	-1.447112	-1.322700
-0.997247	0.399774	-0.905479
-0.378163	1.299228	-0.356264
4.737516	3.066382	3.794562
3.049978	3.660967	4.840308
2.272680	4.434424	4.237736
3.405850	2.553942	4.072130
3.470507	4.232676	4.021852
5.601779	3.760644	2.976503
4.179276	4.219997	5.359188
4.835111	4.356871	5.463303
2.811237	3.360248	3.073424
3.610190	2.623314	4.635151
3.777777	2.529194	2.984421
4.313514	4.838127	5.996731
6.913862	4.414409	3.010462
1.867954	4.267711	3.187059
3.584643	3.387903	3.859209
5.065980	4.157049	3.841365
2.964346	2.325317	3.513692
3.946217	5.767930	4.130275
4.982740	3.500704	2.815056
3.034883	3.274774	6.128470
3.178613	4.838489	3.097073
4.931573	4.384951	3.843362
3.959237	3.345212	4.446072
3.545017	2.774394	2.722062
4.172588	5.579091	4.159992
3.881362	4.285826	5.306002
4.219383	3.589073	5.106289
4.428756	5.535756	4.183234
2.775531	2.631841	5.650928
5.723666	3.820481	3.616813
5.461444	2.892954	3.105273
4.643327	3.605395	3.994878
3.836557	4.337575	5.407482
0.090585	4.643939	-2.050172
-0.048718	3.156770	-1.218813
-0.878152	3.665877	0.915903
-1.326393	4.030631	-0.484169
-0.327673	5.002758	0.538115
1.337398	3.845494	-0.695943
-0.223859	4.242497	0.176573
-1.084388	4.090490	0.228228
2.517474	5.876845	-0.853243
-0.287383	2.536558	-0.590707
0.315605	5.205854	-0.729084
-0.654146	1.852711	-0.162666
-1.062414	3.470561	-0.876861
-0.094263	2.242272	-1.467045
2.129247	2.712577	-1.096786
1.836914	6.905067	-1.171567
-0.368249	4.341556	1.728698
-0.986857	3.754722	0.777338
0.434766	3.623844	-0.133823
-1.374896	3.761826	-0.266387
0.232170	3.444673	0.471539
1.012716	4.155429	0.351756
0.053155	4.000084	-0.721558
0.316494	3.902713	2.093168
1.573355	4.385847	-0.763057
-1.112411	5.191143	0.262749
0.480143	2.255414	0.927438
0.454420	2.889569	-0.471525
0.263717	4.052467	-0.292171
-0.103488	3.748023	0.152563
1.471492	1.433342	-0.236850
0.176512	4.295994	-0.371915
-1.756722	4.327995	1.727350
