2.503775	6.057511	5.673616
3.041092	4.049345	3.403408
3.842636	4.398186	4.190879
4.982464	3.489616	4.013040
1.528101	4.160071	1.913208
2.735009	5.271469	5.283689
2.993720	5.716048	4.724714
4.480341	2.839107	5.820160
4.729981	3.206428	1.679048
2.836044	4.157432	3.786355
5.496385	2.931522	4.307147
5.047313	2.683490	4.611292
3.984314	3.449492	1.804423
4.454793	3.325618	3.619427
5.401205	3.968647	4.243147
5.951279	4.169237	3.203278
5.267660	4.070210	3.485882
3.102730	3.713683	4.948940
3.441353	4.167639	3.159720
5.424180	2.622425	3.019290
3.340232	2.638907	4.526236
4.681449	4.645731	4.688217
2.512438	4.257407	5.377679
3.659968	5.077617	3.841267
3.875688	2.791721	3.522967
5.283536	3.362549	5.895567
3.836132	5.349163	4.010347
1.686346	3.273619	3.277999
3.310247	2.744752	3.012923
4.609850	6.627021	4.204219
3.650553	1.528345	5.979583
5.065550	3.543174	4.310370
3.527814	2.823602	3.602976
4.858229	4.365062	3.782506
4.651676	3.677625	5.243514
2.950807	3.640079	4.793994
4.719162	3.325921	3.125451
4.512681	5.433220	4.901719
2.817827	3.326880	2.913935
5.416533	3.938636	3.693275
4.274076	4.473032	3.606784
4.282013	4.100780	5.641112
4.035223	4.403487	3.369351
3.382587	4.460831	3.088245
4.333388	3.760086	4.613923
2.043876	5.443929	2.350443
5.792325	4.076663	4.514119
3.955606	4.080807	3.046972
4.623241	4.445015	4.424930
5.496837	2.599321	4.081991
2.511944	5.168280	4.732073
3.764169	4.888808	4.500066
2.515033	4.656941	3.144868
4.158120	4.940575	4.048822
3.934797	5.421567	4.176994
3.742270	2.417835	4.024773
4.699165	5.494645	2.436595
4.448994	4.689154	3.577120
5.659679	3.161488	5.832071
4.138960	4.770603	3.593371
2.465811	3.896949	4.647324
3.458440	3.719578	4.082954
2.481358	3.715885	4.210052
3.470370	5.240580	4.226405
1.867530	3.488537	3.306090
3.143449	5.536915	4.624296
3.619179	3.529729	3.681980
3.415551	3.302402	4.505624
1.936055	4.518946	2.474986
4.511419	5.065999	2.958432
3.269182	4.974994	3.686650
3.218414	3.275909	6.416507
3.503667	4.506618	4.650755
5.564341	5.931936	2.118886
5.451455	4.140376	2.972636
4.978753	3.097787	5.294465
3.618911	5.076793	4.742033
2.792143	2.590497	4.168585
3.513993	4.662407	3.766328
3.131758	4.346379	1.925958
2.671885	2.963268	1.603642
4.362969	3.145419	4.235418
4.746259	5.267468	4.798037
2.397854	3.097330	2.261958
3.082468	5.465676	4.298077
4.994823	2.664064	3.793822
4.597355	2.992275	3.776158
4.945344	5.001064	4.528572
3.960651	4.109791	2.883214
5.878921	2.712999	5.295620
2.074405	3.726921	4.377084
3.269808	2.496119	3.174627
3.749191	4.165882	3.877614
4.123889	4.332253	4.669658
3.537442	4.339118	2.823341
2.389397	3.533686	7.105107
3.986462	4.840164	5.186356
3.688422	5.485739	4.495022
5.091580	4.196817	4.252635
5.425320	3.512548	4.332327
4.096270	4.139707	4.701475
4.339292	3.941980	5.698342
4.404081	3.379782	4.027687
4.023489	3.465732	3.569885
3.901860	4.517785	2.882802
4.583035	3.807059	2.926047
4.530339	4.323316	4.586067
5.120953	5.846353	4.096935
3.743877	3.895749	3.663732
3.470610	4.035339	2.490915
4.856366	4.375205	5.536346
-0.840736	1.456935	0.968356
3.070740	2.927237	4.356091
4.603212	4.808975	3.392356
6.419916	2.899326	5.189174
2.283989	3.238317	4.906270
5.769542	5.142267	3.859265
-1.131375	5.294935	-0.154708
5.471746	5.168953	4.552176
3.213373	3.273867	4.628289
4.186500	5.919484	4.650057
4.566200	5.592859	3.406589
4.567778	3.193112	4.945725
5.632267	4.242725	2.365181
5.065610	5.565521	3.311359
3.386738	5.035117	3.132070
2.940933	3.156103	3.608338
4.803713	4.215516	5.011970
4.630686	5.408647	5.107464
2.949894	3.711909	5.336774
4.464105	3.532714	3.683297
4.926484	3.688621	5.190658
3.846335	5.538862	5.216254
3.475160	4.815925	2.665591
4.092349	4.011087	2.324156
2.253280	5.211565	3.972898
4.163177	3.712405	5.267206
2.503286	4.846788	5.979376
3.197933	3.033719	4.388439
4.652045	2.718845	3.643788
5.519511	5.915078	3.837923
4.132842	4.320535	1.217572
3.247868	3.950621	6.345121
4.424955	5.459834	3.810985
4.449995	3.039750	2.519644
2.866581	3.552139	3.896147
3.351132	1.630905	4.646659
3.090655	3.950497	3.174189
4.910504	2.149154	4.802724
3.437223	3.548656	3.914130
3.800591	5.265457	4.517593
5.200685	4.364354	3.729510
3.746165	2.265504	5.762563
3.731303	2.082404	2.832637
2.288329	3.137102	4.414825
1.794492	5.177283	3.228343
3.641421	3.783046	2.758552
4.573532	2.448323	5.397722
2.796073	3.819314	3.171291
4.950157	2.720686	5.260830
6.006363	2.468872	1.967258
3.586131	4.005989	3.636169
3.581546	4.551371	4.220129
2.267213	3.138755	5.197364
4.031305	3.832982	2.607629
4.624267	3.874846	3.873843
4.870363	2.839372	5.066512
4.195815	5.051079	3.609508
5.176869	1.070363	2.516716
2.970138	3.136235	4.993825
1.948129	4.787578	3.875746
2.766497	5.647821	2.541630
4.793673	5.210771	2.022600
2.850801	5.245359	4.069259
4.563883	3.971961	4.678605
2.692753	4.645992	3.736904
3.693015	2.543544	2.350644
-0.237717	5.132297	0.104729
2.930435	3.729328	3.627544
3.080754	4.322908	2.937628
3.221922	2.812395	3.149183
5.442675	3.202807	3.429788
4.709792	4.950806	3.406013
5.168017	2.930231	4.593992
3.840773	4.347983	4.519946
3.849400	4.440790	4.701354
2.297738	3.043139	4.833032
1.998525	2.788014	5.464959
3.550278	4.122842	4.333086
4.378680	3.416086	3.574319
6.078381	2.604358	3.236091
2.766265	3.729976	3.002113
5.196194	5.514415	3.889520
2.906394	5.749146	3.165353
4.144921	4.291412	2.940819
3.501944	5.775027	4.195826
4.414188	4.736926	4.350369
4.931382	4.465772	3.790347
7.084317	3.337021	3.543769
5.317394	4.721979	3.525999
3.450633	3.938506	4.255555
3.945524	3.426168	4.624078
4.011980	4.830959	4.100653
